Transaction At,Type,Team,Transaction,FAAB,Misc,Manage
Week 11,,DalvHIM Cook,"(+) Deshaun Watson   CLE   QB, (-) Taysom Hill   NO   QB",$0,,Open options
Week 11,,DalvHIM Cook,"(+) Greg Zuerlein   NYJ   K, (-) Graham Gano   NYG   K",$0,,Open options
Week 11,,Moby Huge,"(+) New York Jets   NYJ   DEF, (-) Seattle Seahawks   SEA   DEF",$0,,Open options
Week 11,,Team Goose,"(+) Christian Watson   GB   WR, (-) Eno Benjamin   ARI   RB",$0,,Open options
Week 11,,DalvHIM Cook,"(+) Cole Kmet   CHI   TE, (-) Tennessee Titans   TEN   DEF",$0,,Open options
Week 11,,Team Tibbetts,"(+) Washington Commanders   WAS   DEF, (-) Arizona Cardinals   ARI   DEF",$0,,Open options
Week 11,,Adrian  BeatHisSon,"(+) Colt McCoy   FA   QB, (-) Sony Michel   LAC   RB",$0,,Open options
Week 11,,Team Tibbetts,"(+) Hayden Hurst   CIN   TE, (-) Zach Ertz   ARI   TE",$0,,Open options
Week 11,,Team Goose,(+) Latavius Murray   BUF   RB,$0,,Open options
Week 11,,Ceedeez Nutz,"(+) Foster Moreau   NO   TE, (-) Dallas Goedert   PHI   TE",$0,,Open options
Week 11,,Adrian  BeatHisSon,(+) Robert Tonyan   GB   TE,$0,,Open options
Week 11,,Team Goose,"(+) Brett Maher   DAL   K, (-) Cade York   CLE   K",$0,,Open options
Week 11,,Team Infantino,"(+) Eddy Pineiro   CAR   K, (-) Derek Carr   LV   QB",$0,,Open options
Week 11,,Ruggs Race team,"(+) Jarvis Landry   NO   WR, (-) Carson Wentz   WAS   QB",$0,,Open options
Week 11,,Get MIXed,"(+) Denver Broncos   DEN   DEF, (-) Miami Dolphins   MIA   DEF",$0,,Open options
Week 10,,Team Goose,"(+) Jeffery Wilson   SF   RB, (-) Latavius Murray   BUF   RB",$0,,Open options
Week 10,,DalvHIM Cook,(+) Graham Gano   NYG   K,$0,,Open options
Week 10,,Get MIXed,"(+) Jason Sanders   MIA   K, (-) Devin Duvernay   BAL   WR",$0,,Open options
Week 10,,DalvHIM Cook,"(+) Greg Dulcich   DEN   TE, (-) Rachaad White   TB   RB",$0,,Open options
Week 10,,Team Goose,"(+) Cade York   CLE   K, (-) Mike Badgley   DET   K",$0,,Open options
Week 10,,Team Tibbetts,"(+) Chase Claypool   PIT   WR, (-) Denver Broncos   DEN   DEF",$0,,Open options
Week 10,,Ceedeez Nutz,"(+) Las Vegas Raiders   LV   DEF, (-) Robert Tonyan   GB   TE",$0,,Open options
Week 10,,Team Infantino,"(+) Derek Carr   LV   QB, (-) Logan Thomas   WAS   TE",$0,,Open options
Week 10,,Team Goose,"(+) Jimmy Garoppolo   LAR   QB, (-) Jaylen Warren   PIT   RB",$0,,Open options
Week 10,,DalvHIM Cook,"(+) Tennessee Titans   TEN   DEF, (-) Greg Zuerlein   NYJ   K",$0,,Open options
Week 10,,Team Goose,"(+) New York Giants   NYG   DEF, (-) Minnesota Vikings   MIN   DEF",$0,,Open options
Week 10,,Adrian  BeatHisSon,"(+) Robbie Gould   SF   K, (-) Wan'Dale Robinson   NYG   WR",$0,,Open options
Week 10,,Team Proctor,(+) Donovan Peoples-Jones   CLE   WR,$0,,Open options
Week 9,,Glizzy Gladiators,"(+) Kansas City Chiefs   KC   DEF, (-) Jacksonville Jaguars   JAX   DEF",$0,,Open options
Week 9,,Moby Huge,"(+) Tyler Bass   BUF   K, (-) Brandon McManus   DEN   K",$0,,Open options
Week 9,,Team Proctor,"(+) Tyler Conklin   NYJ   TE, (-) Derek Carr   LV   QB",$0,,Open options
Week 9,,Team Goose,"(+) Joshua Palmer   LAC   WR, (-) Alec Pierce   IND   WR",$0,,Open options
Week 9,,Get MIXed,"(+) Devin Duvernay   BAL   WR, (-) Mike Gesicki   MIA   TE",$0,,Open options
Week 9,,Get MIXed,"(+) Miami Dolphins   MIA   DEF, (-) New York Jets   NYJ   DEF",$0,,Open options
Week 9,,Moby Huge,(+) Seattle Seahawks   SEA   DEF,$0,,Open options
Week 9,,DalvHIM Cook,"(+) Khalil Herbert   CHI   RB, (-) Gus Edwards   LAC   RB",$0,,Open options
Week 9,,Team greenhouse,"(+) Cairo Santos   CHI   K, (-) Robbie Gould   SF   K",$0,,Open options
Week 9,,Adrian  BeatHisSon,"(+) Sony Michel   LAC   RB, (-) Tennessee Titans   TEN   DEF",$0,,Open options
Week 9,,Glizzy Gladiators,"(+) Caleb Huntley   FA   RB, (-) Rex Burkhead   HOU   RB",$0,,Open options
Week 9,,Ceedeez Nutz,"(+) Wil Lutz   NO   K, (-) Graham Gano   NYG   K",$0,,Open options
Week 9,,Team Goose,"(+) Isaiah Likely   BAL   TE, (-) Jeffery Wilson   SF   RB",$0,,Open options
Week 9,,Team Goose,"(+) Mike Badgley   DET   K, (-) Cade York   CLE   K",$0,,Open options
Week 9,,Moby Huge,(+) Kenyan Drake   BAL   RB,$0,,Open options
Week 9,,Moby Huge,"(+) Allen Robinson   LAR   WR, (-) Elijah Moore   NYJ   WR",$0,,Open options
Week 9,,Team Tibbetts,"(+) Arizona Cardinals   ARI   DEF, (-) Atlanta Falcons   ATL   DEF",$0,,Open options
Week 9,,Team Infantino,"(+) Mecole Hardman   KC   WR, (-) Kansas City Chiefs   KC   DEF",$0,,Open options
Week 9,,Team Goose,"(+) Minnesota Vikings   MIN   DEF, (-) Washington Commanders   WAS   DEF",$0,,Open options
Week 9,,Get MIXed,"(+) Deon Jackson   FA   RB, (-) Michael Thomas   NO   WR",$0,,Open options
Week 9,,Team Goose,"(+) Jaylen Warren   PIT   RB, (-) Isaiah Likely   BAL   TE",$0,,Open options
Week 9,,Glizzy Gladiators,"(+) Mike Gesicki   MIA   TE, (-) Hunter Henry   NE   TE",$0,,Open options
Week 8,,DalvHIM Cook,"(+) Gus Edwards   LAC   RB, (-) Kenyan Drake   BAL   RB",$0,,Open options
Week 8,,Team Tibbetts,"(+) Parris Campbell   IND   WR, (-) Donovan Peoples-Jones   CLE   WR",$0,,Open options
Week 8,,Team Proctor,"(+) Derek Carr   LV   QB, (-) Zach Wilson   DEN   QB",$0,,Open options
Week 8,,Team Tibbetts,"(+) Atlanta Falcons   ATL   DEF, (-) Jacksonville Jaguars   JAX   DEF",$0,,Open options
Week 8,,DalvHIM Cook,"(+) Greg Zuerlein   NYJ   K, (-) Chris Boswell   PIT   K",$0,,Open options
Week 8,,Get MIXed,"(+) Mike Gesicki   MIA   TE, (-) Cam Akers   LAR   RB",$0,,Open options
Week 8,,DalvHIM Cook,(+) Cordarrelle Patterson   ATL   RB,$0,,Open options
Week 8,,Team Goose,"(+) Latavius Murray   BUF   RB, (-) Mike Boone   DEN   RB",$0,,Open options
Week 8,,Team Proctor,"(+) Indianapolis Colts   IND   DEF, (-) Chase Claypool   PIT   WR",$0,,Open options
Week 8,,Team Tibbetts,"(+) Chuba Hubbard   CAR   RB, (-) Joshua Palmer   LAC   WR",$0,,Open options
Week 8,,Adrian  BeatHisSon,(+) Matthew Stafford   LAR   QB,$0,,Open options
Week 8,,Glizzy Gladiators,"(+) Jacksonville Jaguars   JAX   DEF, (-) Las Vegas Raiders   LV   DEF",$0,,Open options
Week 8,,Team Goose,"(+) Washington Commanders   WAS   DEF, (-) Miami Dolphins   MIA   DEF",$0,,Open options
Week 8,,DalvHIM Cook,(+) Gus Edwards   LAC   RB,$0,,Open options
Week 8,,Adrian  BeatHisSon,(+) Wan'Dale Robinson   NYG   WR,$0,,Open options
Week 7,,Team Proctor,"(+) Green Bay Packers   GB   DEF, (-) Austin Hooper   TEN   TE",$0,,Open options
Week 7,,Get MIXed,"(+) Nick Folk   NE   K, (-) Tyler Bass   BUF   K",$0,,Open options
Week 7,,Get MIXed,"(+) Josh Reynolds   DET   WR, (-) Mack Hollins   LV   WR",$0,,Open options
Week 7,,DalvHIM Cook,"(+) D'Onta Foreman   CAR   RB, (-) Corey Davis   NYJ   WR",$0,,Open options
Week 7,,Adrian  BeatHisSon,"(+) Tennessee Titans   TEN   DEF, (-) Julio Jones   TB   WR",$0,,Open options
Week 7,,Team Infantino,"(+) Kansas City Chiefs   KC   DEF, (-) Tyler Conklin   NYJ   TE",$0,,Open options
Week 7,,DalvHIM Cook,"(+) Chuba Hubbard   CAR   RB, (-) D'Onta Foreman   CAR   RB",$0,,Open options
Week 7,,DalvHIM Cook,"(+) D'Onta Foreman   CAR   RB, (-) Chuba Hubbard   CAR   RB",$0,,Open options
Week 7,,DalvHIM Cook,"(+) Kenyan Drake   BAL   RB, (-) D'Onta Foreman   CAR   RB",$0,,Open options
Week 7,,Team Tibbetts,(+) D'Onta Foreman   CAR   RB,$0,,Open options
Week 7,,Team greenhouse,"(+) Taylor Heinicke   LAC   QB, (-) Alexander Mattison   MIN   RB",$0,,Open options
Week 7,,Ceedeez Nutz,"(+) Robert Tonyan   GB   TE, (-) Elijah Mitchell   SF   RB",$0,,Open options
Week 7,,Team Proctor,"(+) Brett Maher   DAL   K, (-) Green Bay Packers   GB   DEF",$0,,Open options
Week 7,,DalvHIM Cook,"(+) Hayden Hurst   CIN   TE, (-) Devin Duvernay   BAL   WR",$0,,Open options
Week 7,,Team Tibbetts,"(+) Denver Broncos   DEN   DEF, (-) Houston Texans   HOU   DEF",$0,,Open options
Week 7,,Get MIXed,"(+) New York Jets   NYJ   DEF, (-) Green Bay Packers   GB   DEF",$0,,Open options
Week 7,,Glizzy Gladiators,"(+) Las Vegas Raiders   LV   DEF, (-) Minnesota Vikings   MIN   DEF",$0,,Open options
Week 7,,Team Goose,"(+) Miami Dolphins   MIA   DEF, (-) Washington Commanders   WAS   DEF",$0,,Open options
Week 7,,Team Tibbetts,"(+) Donovan Peoples-Jones   CLE   WR, (-) Khalil Herbert   CHI   RB",$0,,Open options
Week 6,,Team InfantinoDalvHIM Cook,"(-) Geno Smith   SEA   QB, (+) Gerald Everett   LAC   TE",$0,,Open options
Week 6,,Get MIXed,"(+) Green Bay Packers   GB   DEF, (-) Miami Dolphins   MIA   DEF",$0,,Open options
Week 6,,Ruggs Race team,"(+) Jason Myers   SEA   K, (-) Green Bay Packers   GB   DEF, (-) Sony Michel   LAC   RB",$0,,Open options
Week 6,,Team Goose,"(+) Eno Benjamin   ARI   RB, (-) Rashaad Penny   SEA   RB",$0,,Open options
Week 6,,Team Goose,"(+) Rondale Moore   ATL   WR, (-) Allen Robinson   LAR   WR",$0,,Open options
Week 6,,DalvHIM Cook,"(+) Taysom Hill   NO   QB, (-) DeVante Parker   NE   WR",$0,,Open options
Week 6,,DalvHIM Cook,"(+) New England Patriots   NE   DEF, (-) Tennessee Titans   TEN   DEF",$0,,Open options
Week 6,,Get MIXed,"(+) Michael Thomas   NO   WR, (-) Hayden Hurst   CIN   TE",$0,,Open options
Week 6,,Ruggs Race team,"(+) Darrell Henderson   LAR   RB, (-) Cordarrelle Patterson   ATL   RB",$0,,Open options
Week 6,,DalvHIM Cook,"(+) Tua Tagovailoa   MIA   QB, (-) Corey Davis   NYJ   WR, (-) Ty Montgomery   NE   RB",$0,,Open options
Week 6,,DalvHIM Cook,"(+) Corey Davis   NYJ   WR, (-) Samaje Perine   CIN   RB",$0,,Open options
Week 6,,Adrian  BeatHisSon,"(+) Michael Gallup   LV   WR, (-) Ronald Jones   FA   RB",$0,,Open options
Week 6,,Team Goose,"(+) Alec Pierce   IND   WR, (-) Irv Smith   MIN   TE",$0,,Open options
Week 6,,DalvHIM Cook,(+) Jimmy Garoppolo   LAR   QB,$0,,Open options
Week 6,,Team Goose,"(+) Washington Commanders   WAS   DEF, (-) Denver Broncos   DEN   DEF",$0,,Open options
Week 6,,Ruggs Race team,(+) New Orleans Saints   NO   DEF,$0,,Open options
Week 6,,DalvHIM Cook,(+) Samaje Perine   CIN   RB,$0,,Open options
Week 5,,Team Goose,"(+) Mike Boone   DEN   RB, (-) Richie James   NYG   WR",$0,,Open options
Week 5,,Get MIXed,"(+) Miami Dolphins   MIA   DEF, (-) New York Giants   NYG   DEF",$0,,Open options
Week 5,,DalvHIM Cook,"(+) New England Patriots   NE   DEF, (-) Los Angeles Chargers   LAC   DEF",$0,,Open options
Week 5,,Team Tibbetts,"(+) Jacksonville Jaguars   JAX   DEF, (-) Washington Commanders   WAS   DEF",$0,,Open options
Week 5,,Get MIXed,"(+) Tyler Bass   BUF   K, (-) Eddy Pineiro   CAR   K",$0,,Open options
Week 5,,Adrian  BeatHisSon,"(+) Isaiah McKenzie   BUF   WR, (-) Michael Thomas   NO   WR",$0,,Open options
Week 5,,DalvHIM Cook,(+) Corey Davis   NYJ   WR,$0,,Open options
Week 5,,Team Infantino,"(+) Geno Smith   SEA   QB, (-) Matthew Stafford   LAR   QB",$0,,Open options
Week 5,,DalvHIM Cook,"(+) Rachaad White   TB   RB, (-) Greg Dortch   ARI   WR",$0,,Open options
Week 5,,Team Goose,"(+) George Pickens   PIT   WR, (-) Tua Tagovailoa   MIA   QB",$0,,Open options
Week 5,,Team Goose,"(+) Irv Smith   MIN   TE, (-) Jerick McKinnon   KC   RB",$0,,Open options
Week 5,,Team Goose,"(+) Denver Broncos   DEN   DEF, (-) Cleveland Browns   CLE   DEF",$0,,Open options
Week 5,,DalvHIM Cook,"(+) Tennessee Titans   TEN   DEF, (-) New England Patriots   NE   DEF",$0,,Open options
Week 5,,Get MIXed,"(+) Hayden Hurst   CIN   TE, (-) Samaje Perine   CIN   RB",$0,,Open options
Week 5,,Team Goose,"(+) Cade York   CLE   K, (-) Jake Elliott   PHI   K",$0,,Open options
Week 4,,Get MIXedGlizzy Gladiators,"(-) AJ Dillon   GB   RB, (+) Joe Mixon   CIN   RB, (-) Chris Olave   NO   WR",$0,,Open options
Week 4,,Glizzy GladiatorsGlizzy Gladiators,(-) Nico Collins   HOU   WR,$0,,Open options
Week 4,,Team Goose,"(+) Jerick McKinnon   KC   RB, (-) Irv Smith   MIN   TE",$0,,Open options
Week 4,,Team Tibbetts,"(+) Zay Jones   JAX   WR, (-) Mark Ingram   NO   RB",$0,,Open options
Week 4,,Team Infantino,"(+) Tyler Conklin   NYJ   TE, (-) Jerick McKinnon   KC   RB",$0,,Open options
Week 4,,Ruggs Race team,"(+) Green Bay Packers   GB   DEF, (-) Van Jefferson   PIT   WR",$0,,Open options
Week 4,,DalvHIM Cook,(+) Devin Duvernay   BAL   WR,$0,,Open options
Week 4,,Get MIXed,"(+) Marcus Mariota   ATL   QB, (-) Jameis Winston   NO   QB",$0,,Open options
Week 4,,Team Tibbetts,"(+) Younghoe Koo   ATL   K, (-) Nick Folk   NE   K",$0,,Open options
Week 4,,Get MIXed,"(+) New York Giants   NYG   DEF, (-) New Orleans Saints   NO   DEF",$0,,Open options
Week 4,,Team Infantino,"(+) Philadelphia Eagles   PHI   DEF, (-) Pittsburgh Steelers   PIT   DEF",$0,,Open options
Week 4,,Get MIXed,"(+) Mack Hollins   LV   WR, (-) Rondale Moore   ATL   WR",$0,,Open options
Week 4,,DalvHIM Cook,"(+) Greg Dortch   ARI   WR, (-) Michael Gallup   LV   WR",$0,,Open options
Week 4,,Team Goose,"(+) Richie James   NYG   WR, (-) Sterling Shepard   NYG   WR",$0,,Open options
Week 4,,Glizzy Gladiators,(+) Craig Reynolds   DET   RB,$0,,Open options
Week 4,,Glizzy Gladiators,(+) Harrison Butker   KC   K,$0,,Open options
Week 4,,DalvHIM Cook,(+) Devin Duvernay   BAL   WR,$0,,Open options
Week 4,,Get MIXed,"(+) Eddy Pineiro   CAR   K, (-) Matt Prater   ARI   K",$0,,Open options
Week 4,,Team Proctor,"(+) Pittsburgh Steelers   PIT   DEF, (-) Mecole Hardman   KC   WR",$0,,Open options
Week 4,,Glizzy Gladiators,"(+) Indianapolis Colts   IND   DEF, (-) Denver Broncos   DEN   DEF",$0,,Open options
Week 4,,Glizzy Gladiators,"(+) Minnesota Vikings   MIN   DEF, (-) Indianapolis Colts   IND   DEF",$0,,Open options
Week 4,,Team Tibbetts,"(+) Washington Commanders   WAS   DEF, (-) Darrell Henderson   LAR   RB",$0,,Open options
Week 4,,Team Infantino,"(+) Ryan Succop   TB   K, (-) Greg Joseph   MIN   K",$0,,Open options
Week 4,,Ceedeez Nutz,"(+) Jared Goff   DET   QB, (-) Trey Lance   SF   QB",$0,,Open options
Week 4,,DalvHIM Cook,(+) Ty Montgomery   NE   RB,$0,,Open options
Week 4,,Glizzy Gladiators,(+) Romeo Doubs   GB   WR,$0,,Open options
Week 4,,Get MIXed,(+) Samaje Perine   CIN   RB,$0,,Open options
Week 3,,DalvHIM Cook,"(+) Gerald Everett   LAC   TE, (-) Kyle Rudolph   FA   TE",$0,,Open options
Week 3,,Team Infantino,"(+) Jerick McKinnon   KC   RB, (-) Kenneth Gainwell   PHI   RB",$0,,Open options
Week 3,,Get MIXed,"(+) New Orleans Saints   NO   DEF, (-) Green Bay Packers   GB   DEF",$0,,Open options
Week 3,,DalvHIM Cook,"(+) Jacksonville Jaguars   JAX   DEF, (-) Isaiah Spiller   LAC   RB",$0,,Open options
Week 3,,Get MIXed,"(+) Garrett Wilson   NYJ   WR, (-) George Pickens   PIT   WR",$0,,Open options
Week 3,,DalvHIM Cook,"(+) Michael Gallup   LV   WR, (-) Jacksonville Jaguars   JAX   DEF",$0,,Open options
Week 3,,DalvHIM Cook,"(+) Jimmy Garoppolo   LAR   QB, (-) Skyy Moore   KC   WR",$0,,Open options
Week 3,,DalvHIM Cook,"(+) Cole Beasley   FA   WR, (-) Jimmy Garoppolo   LAR   QB",$0,,Open options
Week 3,,Adrian  BeatHisSon,(+) Evan Engram   JAX   TE,$0,,Open options
Week 3,,Team Goose,"(+) Sterling Shepard   NYG   WR, (-) Jarvis Landry   NO   WR",$0,,Open options
Week 3,,Team Tibbetts,"(+) Houston Texans   HOU   DEF, (-) Indianapolis Colts   IND   DEF",$0,,Open options
Week 3,,Team Infantino,"(+) Logan Thomas   WAS   TE, (-) Cole Kmet   CHI   TE",$0,,Open options
Week 2,,Get MIXed,"(+) DeAndre Hopkins   TEN   WR, (-) Jalen Tolbert   DAL   WR",$0,,Open options
Week 2,,Glizzy Gladiators,(+) Denver Broncos   DEN   DEF,$0,,Open options
Week 2,,Team Tibbetts,"(+) Mark Ingram   NO   RB, (-) Garrett Wilson   NYJ   WR",$0,,Open options
Week 2,,Team Goose,"(+) Jeffery Wilson   SF   RB, (-) Kenny Golladay   NYG   WR",$0,,Open options
Week 2,,DalvHIM Cook,"(+) Chris Boswell   PIT   K, (-) Harrison Butker   KC   K",$0,,Open options
Week 2,,Team Goose,"(+) Cleveland Browns   CLE   DEF, (-) Washington Commanders   WAS   DEF",$0,,Open options
Week 2,,Adrian  BeatHisSon,"(+) Albert Okwuegbunam   DEN   TE, (-) Mike Gesicki   MIA   TE",$0,,Open options
Week 1,,Glizzy Gladiators,(+) A.J. Green   ARI   WR,$0,,Open options
Week 1,,Glizzy Gladiators,(+) Nico Collins   HOU   WR,$0,,Open options
Week 1,,Team greenhouse,"(+) Cincinnati Bengals   CIN   DEF, (-) Russell Gage   TB   WR",$0,,Open options
